SVM_a,SVM_g,CM_a,CM_g,jerk_x,jerk_y,jerk_z,accl_x,accl_y,accl_z,th_x,th_y,th_z,ag_x_mean,ag_x_max,ag_x_min,ag_y_mean,ag_y_max,ag_y_min,ag_z_mean,ag_z_max,ag_z_min,g_x_mean,g_x_max,g_x_min,g_y_mean,g_y_max,g_y_min,g_z_mean,g_z_max,g_z_min,SMA_a,SMA_g,RMS_ag_x,RMS_ag_y,RMS_ag_z,RMS_g_x,RMS_g_y,RMS_g_z,MAD_ag_x,MAD_ag_y,MAD_ag_z,MAD_g_x,MAD_g_y,MAD_g_z,VAR_ag_x,VAR_ag_y,VAR_ag_z,VAR_g_x,VAR_g_y,VAR_g_z,STD_ag_x,STD_ag_y,STD_ag_z,STD_g_x,STD_g_y,STD_g_z,IQR_ag_x,IQR_ag_y,IQR_ag_z,IQR_g_x,IQR_g_y,IQR_g_z,FFT_ag_x,FFT_ag_y,FFT_ag_z,FFT_g_x,FFT_g_y,FFT_g_z,E_ag_x,E_ag_y,E_ag_z,E_g_x,E_g_y,E_g_z
1.002,0.027,0.438,0.014,-0.0,0.0,0.0,-0.0,0.0,-0.0,2.65,1.34,1.997,-0.883,-0.88,-0.885,0.229,0.231,0.225,-0.415,-0.412,-0.419,-0.017,-0.01,-0.028,0.009,0.032,-0.004,-0.016,-0.008,-0.02,1.527,0.042,0.883,0.229,0.415,0.019,0.012,0.016,0.001,0.001,0.002,0.005,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.006,0.009,0.003,0.001,0.002,0.002,0.008,0.005,0.004,-0.004,0.008,0.008,0.01,-0.042,0.011,7.799,0.524,1.719,0.003,0.002,0.003
1.002,0.024,0.439,0.013,-0.0,0.0,0.0,0.0,0.0,-0.0,2.652,1.336,1.992,-0.884,-0.878,-0.886,0.233,0.235,0.23,-0.409,-0.405,-0.414,-0.014,-0.011,-0.017,0.008,0.015,0.002,-0.016,-0.007,-0.022,1.527,0.038,0.884,0.233,0.409,0.015,0.009,0.016,0.001,0.001,0.001,0.002,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.002,0.002,0.005,0.004,0.001,0.001,0.001,0.002,0.008,0.004,0.001,-0.0,0.001,-0.002,0.008,0.024,7.816,0.544,1.676,0.002,0.001,0.003
1.001,0.035,0.436,0.02,0.0,0.0,0.0,0.0,-0.0,0.0,2.667,1.332,1.972,-0.89,-0.881,-0.901,0.237,0.241,0.23,-0.393,-0.38,-0.409,-0.022,-0.003,-0.036,-0.019,-0.013,-0.025,-0.017,-0.003,-0.025,1.52,0.057,0.89,0.237,0.393,0.024,0.019,0.018,0.005,0.003,0.01,0.008,0.004,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.004,0.011,0.01,0.004,0.007,0.007,0.006,0.021,0.014,0.008,0.011,0.008,-0.016,-0.032,0.062,0.016,0.024,7.925,0.56,1.546,0.006,0.004,0.003
1.004,0.056,0.43,0.013,0.0,-0.0,0.0,-0.0,0.0,0.0,2.689,1.326,1.945,-0.899,-0.863,-0.914,0.241,0.262,0.217,-0.367,-0.349,-0.397,-0.023,0.025,-0.067,0.01,0.116,-0.056,-0.018,0.011,-0.048,1.507,0.083,0.899,0.242,0.367,0.036,0.049,0.026,0.012,0.011,0.011,0.024,0.036,0.015,0.0,0.0,0.0,0.001,0.002,0.0,0.015,0.013,0.014,0.028,0.048,0.018,0.018,0.016,0.016,0.044,0.043,0.025,0.051,-0.071,-0.081,0.061,-0.066,0.071,8.081,0.584,1.349,0.013,0.024,0.007
1.002,0.046,0.43,0.022,0.0,-0.0,0.0,0.0,0.0,0.0,2.686,1.33,1.949,-0.898,-0.876,-0.918,0.238,0.25,0.221,-0.376,-0.352,-0.399,0.001,0.042,-0.05,0.024,0.067,-0.034,-0.021,0.005,-0.055,1.511,0.077,0.898,0.238,0.376,0.026,0.038,0.028,0.012,0.007,0.012,0.022,0.023,0.015,0.0,0.0,0.0,0.001,0.001,0.0,0.013,0.009,0.014,0.026,0.029,0.018,0.022,0.011,0.022,0.039,0.043,0.026,-0.001,-0.039,-0.028,0.008,-0.007,0.0,8.066,0.565,1.414,0.007,0.014,0.008
1.002,0.046,0.43,0.019,-0.0,0.0,0.0,0.0,-0.0,0.0,2.67,1.342,1.97,-0.893,-0.879,-0.9,0.229,0.24,0.22,-0.393,-0.382,-0.408,-0.007,0.026,-0.056,0.027,0.051,-0.007,-0.025,0.002,-0.06,1.515,0.074,0.893,0.229,0.393,0.025,0.032,0.031,0.006,0.005,0.008,0.02,0.014,0.016,0.0,0.0,0.0,0.001,0.0,0.0,0.007,0.007,0.009,0.024,0.017,0.019,0.01,0.007,0.014,0.034,0.026,0.028,-0.01,0.003,0.014,-0.072,-0.058,0.036,7.97,0.523,1.547,0.006,0.01,0.01
1.001,0.038,0.429,0.014,-0.0,-0.0,0.0,0.0,0.0,0.0,2.657,1.352,1.996,-0.887,-0.874,-0.898,0.217,0.222,0.212,-0.411,-0.397,-0.421,-0.013,-0.002,-0.029,0.017,0.051,-0.019,-0.021,0.001,-0.051,1.515,0.057,0.887,0.217,0.411,0.017,0.027,0.026,0.006,0.002,0.006,0.01,0.019,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.003,0.007,0.01,0.021,0.014,0.011,0.002,0.008,0.019,0.028,0.019,-0.029,0.002,0.036,-0.043,0.003,-0.072,7.872,0.473,1.686,0.003,0.007,0.007
1.002,0.029,0.427,0.016,-0.0,-0.0,0.0,0.0,0.0,0.0,2.669,1.35,1.984,-0.891,-0.883,-0.896,0.218,0.223,0.214,-0.402,-0.395,-0.412,-0.019,-0.007,-0.033,0.013,0.029,-0.017,-0.015,-0.008,-0.027,1.512,0.051,0.891,0.218,0.403,0.021,0.019,0.016,0.003,0.002,0.004,0.008,0.012,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.003,0.005,0.009,0.014,0.006,0.005,0.004,0.007,0.014,0.023,0.009,-0.003,-0.012,0.001,0.019,-0.088,-0.002,7.943,0.477,1.62,0.004,0.004,0.003
1.001,0.034,0.433,0.014,-0.0,0.0,0.0,0.0,-0.0,0.0,2.654,1.346,1.994,-0.887,-0.881,-0.901,0.223,0.227,0.22,-0.408,-0.392,-0.415,-0.017,-0.002,-0.031,0.016,0.036,-0.004,-0.015,-0.007,-0.026,1.518,0.049,0.887,0.223,0.408,0.019,0.02,0.016,0.005,0.002,0.006,0.007,0.011,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.002,0.007,0.009,0.012,0.006,0.007,0.003,0.007,0.012,0.019,0.01,-0.009,-0.002,0.007,-0.028,-0.057,-0.014,7.872,0.499,1.664,0.004,0.004,0.003
1.002,0.023,0.433,0.012,-0.0,0.0,0.0,0.0,0.0,0.0,2.662,1.344,1.986,-0.888,-0.883,-0.891,0.225,0.227,0.223,-0.404,-0.398,-0.411,-0.014,-0.007,-0.027,0.007,0.022,-0.01,-0.016,-0.011,-0.019,1.518,0.039,0.888,0.225,0.404,0.015,0.012,0.016,0.002,0.001,0.004,0.004,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.004,0.005,0.01,0.002,0.004,0.003,0.006,0.006,0.011,0.003,0.01,-0.008,-0.02,-0.019,0.008,-0.005,7.891,0.507,1.633,0.002,0.001,0.002
1.002,0.027,0.434,0.014,-0.0,0.0,0.0,-0.0,-0.0,0.0,2.66,1.342,1.986,-0.887,-0.882,-0.892,0.227,0.239,0.211,-0.407,-0.4,-0.419,-0.015,0.007,-0.034,0.017,0.073,-0.001,-0.013,0.011,-0.023,1.52,0.049,0.887,0.227,0.407,0.019,0.026,0.016,0.002,0.004,0.004,0.008,0.012,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.007,0.005,0.011,0.02,0.01,0.002,0.003,0.005,0.007,0.008,0.009,0.001,0.007,0.003,-0.043,-0.023,0.023,7.862,0.514,1.655,0.004,0.007,0.003
1.002,0.034,0.436,0.012,-0.0,-0.0,0.0,0.0,0.0,0.0,2.656,1.34,1.99,-0.885,-0.88,-0.889,0.23,0.236,0.225,-0.408,-0.401,-0.417,-0.013,0.01,-0.026,0.02,0.045,-0.002,-0.015,0.001,-0.025,1.523,0.051,0.885,0.23,0.408,0.017,0.024,0.018,0.002,0.003,0.004,0.008,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.005,0.01,0.013,0.01,0.002,0.006,0.003,0.014,0.017,0.02,0.012,-0.01,-0.017,0.029,0.02,0.044,7.834,0.529,1.665,0.003,0.006,0.003
1.002,0.024,0.439,0.01,-0.0,0.0,0.0,-0.0,-0.0,-0.0,2.652,1.334,1.991,-0.884,-0.879,-0.888,0.234,0.238,0.231,-0.41,-0.406,-0.416,-0.016,-0.009,-0.024,0.008,0.029,-0.002,-0.014,-0.001,-0.023,1.528,0.039,0.884,0.234,0.41,0.017,0.012,0.016,0.003,0.002,0.003,0.005,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.003,0.005,0.008,0.006,0.004,0.002,0.005,0.008,0.008,0.006,0.009,-0.006,-0.015,-0.006,-0.006,0.037,7.809,0.549,1.683,0.003,0.001,0.002
1.002,0.032,0.439,0.014,-0.0,0.0,0.0,-0.0,0.0,-0.0,2.653,1.336,1.99,-0.884,-0.879,-0.891,0.234,0.24,0.231,-0.408,-0.401,-0.414,-0.016,-0.002,-0.039,0.014,0.027,0.003,-0.02,-0.012,-0.031,1.526,0.05,0.884,0.234,0.408,0.019,0.016,0.021,0.003,0.002,0.003,0.008,0.006,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.004,0.011,0.007,0.005,0.005,0.003,0.003,0.009,0.007,0.005,-0.008,0.011,0.012,-0.049,-0.017,0.008,7.82,0.55,1.662,0.004,0.002,0.004
1.002,0.032,0.437,0.01,-0.0,0.0,0.0,0.0,-0.0,0.0,2.657,1.337,1.989,-0.886,-0.882,-0.892,0.232,0.237,0.229,-0.406,-0.392,-0.411,-0.01,0.005,-0.028,0.008,0.031,-0.003,-0.022,-0.011,-0.038,1.524,0.042,0.886,0.232,0.406,0.015,0.012,0.024,0.002,0.002,0.003,0.01,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.005,0.011,0.009,0.008,0.004,0.004,0.002,0.019,0.006,0.011,-0.008,0.009,0.017,0.036,0.003,0.007,7.854,0.538,1.646,0.002,0.002,0.006
1.002,0.032,0.436,0.016,0.0,-0.0,-0.0,-0.0,0.0,0.0,2.657,1.342,1.99,-0.886,-0.879,-0.89,0.227,0.23,0.222,-0.409,-0.404,-0.418,-0.017,0.013,-0.026,0.016,0.029,0.003,-0.016,-0.009,-0.024,1.522,0.052,0.886,0.227,0.409,0.02,0.018,0.017,0.003,0.002,0.004,0.007,0.006,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.005,0.011,0.007,0.005,0.003,0.003,0.006,0.008,0.009,0.007,0.007,-0.004,-0.014,0.023,-0.008,0.026,7.847,0.516,1.675,0.004,0.003,0.003
1.001,0.026,0.436,0.014,0.0,0.0,0.0,0.0,-0.0,-0.0,2.656,1.338,1.989,-0.885,-0.88,-0.891,0.231,0.233,0.229,-0.407,-0.399,-0.412,-0.014,-0.011,-0.019,0.012,0.022,0.001,-0.016,-0.013,-0.02,1.523,0.042,0.885,0.231,0.407,0.015,0.013,0.016,0.002,0.001,0.003,0.002,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.004,0.003,0.006,0.002,0.001,0.001,0.006,0.006,0.006,0.003,-0.002,-0.002,0.01,-0.007,-0.016,0.006,7.838,0.533,1.655,0.002,0.002,0.003
1.002,0.028,0.436,0.013,-0.0,0.0,0.0,0.0,0.0,0.0,2.656,1.338,1.989,-0.886,-0.877,-0.89,0.23,0.233,0.228,-0.408,-0.402,-0.416,-0.011,-0.002,-0.025,0.016,0.03,-0.007,-0.016,-0.006,-0.03,1.524,0.045,0.886,0.231,0.408,0.013,0.019,0.017,0.002,0.002,0.003,0.004,0.009,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.004,0.006,0.011,0.006,0.004,0.003,0.006,0.005,0.016,0.007,0.009,0.004,-0.009,-0.012,-0.043,0.004,7.843,0.531,1.662,0.002,0.004,0.003
1.003,0.028,0.436,0.01,-0.0,0.0,0.0,0.0,-0.0,0.0,2.654,1.338,1.99,-0.886,-0.88,-0.891,0.23,0.237,0.219,-0.408,-0.4,-0.422,-0.012,-0.002,-0.028,0.008,0.021,-0.006,-0.02,-0.007,-0.031,1.524,0.041,0.886,0.23,0.408,0.015,0.011,0.022,0.003,0.004,0.004,0.008,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.005,0.006,0.009,0.007,0.009,0.005,0.005,0.004,0.014,0.006,0.015,-0.007,0.003,0.003,0.033,-0.002,0.002,7.847,0.531,1.666,0.002,0.001,0.005
1.003,0.078,0.412,0.041,-0.0,-0.0,0.0,0.001,-0.0,-0.0,2.738,1.318,1.876,-0.921,-0.901,-0.938,0.25,0.264,0.235,-0.305,-0.273,-0.35,-0.035,0.051,-0.1,-0.029,0.044,-0.072,-0.039,0.02,-0.08,1.477,0.14,0.921,0.25,0.306,0.066,0.044,0.049,0.01,0.007,0.023,0.051,0.027,0.024,0.0,0.0,0.001,0.003,0.001,0.001,0.011,0.009,0.025,0.055,0.034,0.029,0.016,0.009,0.041,0.107,0.043,0.036,0.017,-0.001,-0.068,-0.001,0.153,0.023,8.491,0.627,0.938,0.043,0.02,0.024
1.003,0.028,0.406,0.01,0.0,0.0,-0.0,-0.0,0.0,0.0,2.748,1.33,1.878,-0.925,-0.921,-0.93,0.24,0.243,0.236,-0.302,-0.295,-0.308,-0.008,0.013,-0.035,0.025,0.061,0.008,-0.014,0.001,-0.023,1.467,0.051,0.925,0.24,0.302,0.015,0.03,0.016,0.002,0.002,0.004,0.01,0.015,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.004,0.013,0.017,0.007,0.004,0.003,0.007,0.012,0.025,0.008,-0.001,0.002,0.012,-0.026,0.059,0.024,8.564,0.575,0.913,0.002,0.009,0.003
1.002,0.025,0.408,0.011,-0.0,0.0,0.0,-0.0,-0.0,0.0,2.744,1.328,1.879,-0.924,-0.92,-0.927,0.242,0.246,0.238,-0.305,-0.301,-0.313,-0.012,0.001,-0.023,0.014,0.025,0.005,-0.016,-0.006,-0.034,1.471,0.043,0.924,0.242,0.305,0.014,0.016,0.019,0.002,0.002,0.003,0.006,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.004,0.007,0.006,0.009,0.003,0.004,0.004,0.008,0.007,0.011,-0.007,-0.01,0.005,-0.017,-0.001,0.005,8.53,0.585,0.932,0.002,0.002,0.003
1.003,0.025,0.41,0.011,-0.0,0.0,0.0,0.0,-0.0,0.0,2.742,1.322,1.878,-0.924,-0.92,-0.927,0.246,0.25,0.242,-0.303,-0.299,-0.308,-0.013,-0.006,-0.022,0.009,0.023,-0.002,-0.013,-0.001,-0.028,1.473,0.036,0.924,0.246,0.303,0.014,0.011,0.015,0.002,0.002,0.002,0.004,0.006,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.003,0.005,0.007,0.007,0.002,0.002,0.004,0.006,0.008,0.006,-0.006,-0.012,-0.004,-0.013,-0.032,0.004,8.538,0.605,0.92,0.002,0.001,0.002
1.003,0.04,0.404,0.022,-0.0,-0.0,0.0,0.0,0.0,-0.0,2.754,1.324,1.866,-0.928,-0.92,-0.936,0.245,0.248,0.243,-0.29,-0.269,-0.306,-0.024,-0.014,-0.033,-0.026,0.008,-0.074,-0.024,-0.013,-0.038,1.464,0.076,0.928,0.245,0.29,0.025,0.035,0.025,0.004,0.001,0.01,0.006,0.02,0.005,0.0,0.0,0.0,0.0,0.001,0.0,0.005,0.002,0.012,0.007,0.024,0.007,0.005,0.002,0.019,0.012,0.033,0.005,-0.006,-0.001,0.008,0.008,0.018,-0.01,8.618,0.601,0.844,0.006,0.012,0.006
1.004,0.05,0.388,0.027,-0.0,-0.0,0.0,0.0,0.0,0.0,2.783,1.328,1.828,-0.941,-0.936,-0.946,0.242,0.248,0.239,-0.252,-0.233,-0.261,-0.02,-0.008,-0.025,-0.016,0.035,-0.046,-0.024,-0.002,-0.042,1.435,0.073,0.941,0.243,0.252,0.021,0.032,0.027,0.003,0.002,0.007,0.004,0.024,0.01,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.003,0.009,0.005,0.028,0.012,0.005,0.003,0.009,0.006,0.045,0.014,-0.0,-0.004,0.021,-0.003,-0.007,0.038,8.853,0.588,0.634,0.004,0.01,0.007
1.004,0.035,0.364,0.018,0.0,-0.0,-0.0,0.0,0.0,-0.0,2.818,1.335,1.788,-0.951,-0.942,-0.956,0.235,0.242,0.228,-0.22,-0.207,-0.238,-0.012,0.013,-0.021,-0.009,0.027,-0.033,-0.024,-0.014,-0.037,1.405,0.054,0.951,0.235,0.22,0.015,0.019,0.025,0.004,0.003,0.011,0.007,0.014,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.004,0.011,0.009,0.017,0.007,0.007,0.003,0.02,0.008,0.022,0.008,0.015,0.01,-0.032,0.022,0.062,-0.038,9.039,0.551,0.484,0.002,0.004,0.006
1.004,0.028,0.364,0.015,0.0,0.0,-0.0,-0.0,-0.0,0.0,2.818,1.334,1.787,-0.952,-0.949,-0.955,0.235,0.238,0.228,-0.215,-0.208,-0.22,-0.014,-0.009,-0.02,0.018,0.024,0.01,-0.014,-0.009,-0.023,1.402,0.046,0.952,0.235,0.215,0.015,0.018,0.015,0.002,0.002,0.002,0.003,0.003,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.003,0.004,0.004,0.005,0.002,0.004,0.003,0.006,0.005,0.007,-0.002,-0.015,0.003,-0.014,0.015,0.004,9.061,0.552,0.462,0.002,0.003,0.002
1.004,0.031,0.369,0.015,0.0,0.0,-0.0,-0.0,0.0,0.0,2.81,1.33,1.794,-0.949,-0.947,-0.952,0.238,0.241,0.234,-0.223,-0.218,-0.23,-0.011,-0.004,-0.016,0.022,0.035,0.014,-0.014,-0.002,-0.024,1.41,0.047,0.949,0.238,0.223,0.012,0.023,0.016,0.001,0.002,0.003,0.003,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.004,0.003,0.006,0.008,0.001,0.003,0.005,0.004,0.004,0.014,0.001,0.002,0.0,0.013,0.019,0.043,9.01,0.568,0.496,0.001,0.005,0.002
1.003,0.037,0.378,0.014,-0.0,0.0,0.0,-0.0,0.0,-0.0,2.798,1.324,1.804,-0.944,-0.939,-0.949,0.246,0.254,0.24,-0.236,-0.227,-0.248,-0.011,-0.003,-0.015,0.033,0.059,0.015,-0.008,0.003,-0.019,1.426,0.053,0.944,0.246,0.236,0.012,0.035,0.01,0.003,0.004,0.008,0.003,0.009,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.005,0.008,0.004,0.012,0.006,0.007,0.009,0.015,0.005,0.01,0.006,-0.005,-0.006,0.008,-0.008,-0.057,-0.023,8.911,0.605,0.558,0.001,0.012,0.001
1.004,0.035,0.388,0.014,0.0,-0.0,-0.0,-0.0,0.0,-0.0,2.784,1.323,1.826,-0.94,-0.935,-0.945,0.246,0.25,0.24,-0.253,-0.244,-0.262,-0.015,-0.007,-0.027,0.014,0.052,-0.003,-0.025,-0.016,-0.035,1.438,0.055,0.94,0.246,0.253,0.016,0.023,0.025,0.003,0.003,0.005,0.005,0.014,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.006,0.006,0.018,0.006,0.005,0.005,0.005,0.009,0.017,0.006,0.001,-0.009,-0.003,0.016,0.091,0.011,8.829,0.603,0.639,0.003,0.005,0.006
1.003,0.036,0.389,0.012,0.0,0.0,-0.0,-0.0,0.0,0.0,2.78,1.325,1.83,-0.939,-0.932,-0.946,0.244,0.253,0.239,-0.256,-0.244,-0.267,-0.012,0.0,-0.021,0.02,0.06,-0.003,-0.017,0.0,-0.039,1.44,0.05,0.939,0.245,0.257,0.013,0.028,0.021,0.003,0.003,0.007,0.005,0.017,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.008,0.006,0.019,0.012,0.003,0.003,0.013,0.007,0.028,0.02,-0.02,-0.007,0.047,-0.023,0.002,-0.013,8.81,0.598,0.658,0.002,0.008,0.005
1.004,0.028,0.387,0.016,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2.784,1.327,1.828,-0.94,-0.937,-0.946,0.242,0.248,0.236,-0.255,-0.249,-0.26,-0.016,-0.001,-0.035,0.013,0.034,-0.012,-0.017,0.015,-0.042,1.438,0.052,0.94,0.242,0.255,0.019,0.018,0.023,0.002,0.003,0.003,0.009,0.009,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.004,0.011,0.012,0.015,0.003,0.004,0.005,0.008,0.012,0.012,-0.006,-0.015,-0.001,-0.051,-0.01,-0.052,8.84,0.587,0.651,0.004,0.003,0.005
1.003,0.029,0.39,0.014,-0.0,-0.0,0.0,0.0,0.0,0.0,2.78,1.325,1.83,-0.938,-0.934,-0.94,0.244,0.25,0.241,-0.258,-0.255,-0.262,-0.014,-0.005,-0.029,0.018,0.029,0.006,-0.017,-0.009,-0.025,1.44,0.049,0.938,0.244,0.258,0.016,0.019,0.018,0.002,0.002,0.002,0.006,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.002,0.008,0.006,0.005,0.002,0.003,0.002,0.003,0.006,0.009,0.002,-0.01,0.001,0.032,-0.022,-0.011,8.802,0.597,0.663,0.002,0.004,0.003
1.003,0.028,0.393,0.014,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.774,1.323,1.836,-0.936,-0.933,-0.938,0.246,0.25,0.242,-0.263,-0.261,-0.265,-0.014,-0.006,-0.027,0.013,0.029,0.0,-0.018,-0.005,-0.024,1.445,0.046,0.936,0.246,0.263,0.015,0.016,0.019,0.001,0.002,0.001,0.004,0.006,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.001,0.005,0.008,0.006,0.002,0.004,0.002,0.003,0.008,0.007,-0.005,-0.011,0.007,-0.015,0.022,0.018,8.767,0.604,0.692,0.002,0.002,0.004
1.004,0.028,0.392,0.014,-0.0,0.0,0.0,0.0,0.0,0.0,2.776,1.324,1.834,-0.937,-0.933,-0.939,0.246,0.25,0.243,-0.262,-0.257,-0.27,-0.014,-0.004,-0.021,0.013,0.02,0.001,-0.017,-0.01,-0.025,1.445,0.043,0.937,0.246,0.262,0.015,0.015,0.017,0.002,0.002,0.002,0.005,0.006,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.003,0.006,0.007,0.005,0.002,0.003,0.002,0.01,0.012,0.007,0.002,0.009,0.001,-0.001,0.032,-0.001,8.778,0.607,0.686,0.002,0.002,0.003
1.003,0.03,0.392,0.015,-0.0,-0.0,0.0,-0.0,0.0,-0.0,2.776,1.322,1.836,-0.936,-0.934,-0.94,0.247,0.252,0.242,-0.263,-0.26,-0.266,-0.017,-0.009,-0.037,0.015,0.029,0.007,-0.017,-0.005,-0.028,1.446,0.05,0.937,0.247,0.263,0.019,0.017,0.019,0.001,0.003,0.002,0.007,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.002,0.009,0.007,0.008,0.001,0.007,0.004,0.01,0.007,0.014,0.005,0.017,-0.002,-0.016,0.041,-0.04,8.77,0.608,0.691,0.004,0.003,0.004
1.003,0.026,0.394,0.013,0.0,-0.0,-0.0,0.0,-0.0,-0.0,2.771,1.32,1.836,-0.935,-0.932,-0.937,0.249,0.254,0.244,-0.263,-0.257,-0.269,-0.012,-0.006,-0.018,0.011,0.019,-0.004,-0.017,-0.004,-0.029,1.447,0.041,0.935,0.249,0.263,0.013,0.013,0.018,0.002,0.004,0.003,0.004,0.005,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.003,0.004,0.006,0.007,0.003,0.007,0.004,0.008,0.005,0.006,0.01,0.009,-0.01,0.004,0.023,-0.038,8.744,0.621,0.692,0.002,0.002,0.003
1.003,0.033,0.395,0.016,-0.0,-0.0,0.0,-0.0,-0.0,0.0,2.772,1.318,1.835,-0.935,-0.931,-0.939,0.251,0.258,0.246,-0.263,-0.254,-0.271,-0.001,0.037,-0.023,0.016,0.03,0.001,-0.022,0.008,-0.055,1.449,0.058,0.935,0.251,0.263,0.019,0.019,0.027,0.002,0.003,0.004,0.018,0.008,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.004,0.005,0.019,0.01,0.016,0.003,0.007,0.007,0.027,0.015,0.017,-0.006,-0.023,-0.003,-0.031,-0.024,0.001,8.748,0.631,0.69,0.004,0.004,0.008
1.002,0.037,0.394,0.018,0.0,-0.0,-0.0,-0.0,0.0,0.0,2.771,1.329,1.847,-0.935,-0.931,-0.938,0.239,0.246,0.231,-0.273,-0.267,-0.279,-0.021,0.001,-0.039,0.019,0.028,0.006,-0.02,0.001,-0.047,1.447,0.06,0.935,0.239,0.273,0.023,0.02,0.024,0.002,0.004,0.003,0.008,0.006,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.003,0.011,0.007,0.013,0.002,0.008,0.004,0.012,0.008,0.015,0.003,-0.016,-0.01,0.008,0.005,-0.076,8.733,0.573,0.744,0.005,0.004,0.006
1.003,0.033,0.392,0.016,-0.0,0.0,0.0,0.0,0.0,0.0,2.774,1.326,1.841,-0.935,-0.932,-0.937,0.242,0.247,0.238,-0.27,-0.264,-0.279,-0.023,-0.003,-0.062,0.01,0.023,-0.007,-0.022,-0.011,-0.031,1.447,0.057,0.935,0.242,0.27,0.029,0.014,0.022,0.002,0.002,0.004,0.014,0.009,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.005,0.017,0.01,0.006,0.004,0.003,0.008,0.022,0.017,0.006,0.007,0.012,-0.012,0.062,0.026,0.014,8.746,0.588,0.728,0.008,0.002,0.005
1.003,0.03,0.394,0.015,0.0,-0.0,-0.0,0.0,-0.0,-0.0,2.772,1.326,1.843,-0.935,-0.933,-0.938,0.242,0.247,0.238,-0.27,-0.263,-0.278,-0.01,0.008,-0.024,0.022,0.03,0.012,-0.015,-0.006,-0.022,1.448,0.05,0.935,0.242,0.27,0.014,0.022,0.016,0.001,0.002,0.003,0.008,0.005,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.004,0.01,0.005,0.005,0.003,0.003,0.004,0.007,0.008,0.007,0.002,-0.01,-0.008,-0.016,-0.02,-0.028,8.75,0.586,0.731,0.002,0.005,0.003
1.003,0.026,0.399,0.012,-0.0,-0.0,0.0,0.0,-0.0,-0.0,2.762,1.324,1.854,-0.932,-0.93,-0.934,0.245,0.248,0.24,-0.279,-0.275,-0.285,-0.008,0.009,-0.022,0.016,0.021,0.009,-0.017,-0.012,-0.029,1.456,0.043,0.932,0.245,0.279,0.012,0.016,0.018,0.001,0.002,0.002,0.007,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.009,0.004,0.004,0.003,0.003,0.003,0.01,0.006,0.002,-0.001,-0.01,-0.008,0.001,-0.006,-0.0,8.69,0.598,0.779,0.001,0.003,0.003
